"","PointID","Site","State","RegionNum","Treatment","VisitNum","runnel_age","Year","Point_X","Point_Y","SurveyWindow","SurveyDate","Month","Day","Observer","Tide","SurveyTime","TempF","Sky","WindSp","Noise","Site_Date","DistBand","AlphaCode","Count","feeding_guild","wetland_score"
"8852","OTH NAC","Old Town Hill","MA",2,"No Action",1,NA,2022,-70.860789,42.777164,1,"5/31/2022",5,31,"JLG","Low","7:58",72,1,2,2,"OTH NAC 5/31/2022  ","0-50m","HETH",0,"UPLAND",1
"8853","OTH NAC","Old Town Hill","MA",2,"No Action",2,NA,2022,-70.860789,42.777164,2,"7/5/2022",7,5,"JLG","High/Falling","7:01",67,1,0,1,"OTH NAC 7/5/2022  ","0-50m","HETH",0,"UPLAND",1
"8854","OTH NAC","Old Town Hill","MA",2,"No Action",1,NA,2023,-70.860789,42.777164,1,"6/6/2023",6,6,"JLG","Low/Falling","6:53",54,1,1,1,"OTH NAC 6/6/2023  ","0-50m","HETH",0,"UPLAND",1
"8855","CN NAC","Canonchet","RI",3,"No Action",1,NA,2022,41.442441,-71.458731,2,"6/2/2022",6,2,"SM","High/Rising","727",58,2,1,1,"CN NAC 6/2/2022  ","0-50m","HETH",0,"UPLAND",1
"8856","CN NAC","Canonchet","RI",3,"No Action",2,NA,2022,41.442441,-71.458731,3,"7/7/2022",7,7,"SM","Low/Falling","734",69,0,0,1,"CN NAC 7/7/2022  ","0-50m","HETH",0,"UPLAND",1
"8857","Essex REF South","Essex","MA",2,"Reference",2,NA,2023,-70.773536,42.649931,2,"7/19/2023",7,19,"JGM","Low/Rising","905",72,1,2,2,"Essex REF South 7/19/2023  ","0-50m","HETH",0,"UPLAND",1
"8858","CN NAC","Canonchet","RI",3,"No Action",2,NA,2023,-71.458731,41.442441,3,"7/15/2023",7,15,"JH","High/Falling","728",74,2,0,1,"CN NAC 7/15/2023  ","0-50m","HETH",0,"UPLAND",1
"8859","OTH REF","Old Town Hill","MA",2,"Reference",2,NA,2023,-70.862339,42.774958,2,"7/7/2023",7,7,"JLG","Low/Falling","8:06",74,1,1,1,"OTH REF 7/7/2023  ","0-50m","HETH",0,"UPLAND",1
"8860","OTH RUN","Old Town Hill","MA",2,"Runnel",1,1,2022,-70.859639,42.771683,1,"5/31/2022",5,31,"JLG","Low/Falling","6:43",62,1,0,2,"OTH RUN 5/31/2022  ","0-50m","HETH",0,"UPLAND",1
"8861","OTH RUN","Old Town Hill","MA",2,"Runnel",2,1,2022,-70.859639,42.771683,2,"7/5/2022",7,5,"JLG","High/Falling","6:38",65,1,0,1,"OTH RUN 7/5/2022  ","0-50m","HETH",0,"UPLAND",1
"8862","OTH RUN","Old Town Hill","MA",2,"Runnel",1,2,2023,-70.859639,42.771683,1,"6/6/2023",6,6,"JLG","Low/Falling","8:41",60,1,2,2,"OTH RUN 6/6/2023  ","0-50m","HETH",0,"UPLAND",1
"8863","OTH RUN","Old Town Hill","MA",2,"Runnel",2,2,2023,-70.859639,42.771683,2,"7/7/2023",7,7,"JLG","Low/Falling","6:33",72,1,1,1,"OTH RUN 7/7/2023  ","0-50m","HETH",0,"UPLAND",1
"8864","PINE N REF SHARP","Pine Island","MA",2,"Reference",1,NA,2021,-70.832,42.7709,2,"6/23/2021",6,23,"ARP/NA","High/Rising","9:07",63,0,3,1,"PINE N REF SHARP 6/23/2021  ","0-50m","HETH",0,"UPLAND",1
"8865","PINE N REF SHARP","Pine Island","MA",2,"Reference",2,NA,2021,-70.832,42.7709,3,"7/7/2021",7,7,"JLG/NA","Low","6:33",72,1,1,1,"PINE N REF SHARP 7/7/2021  ","0-50m","HETH",0,"UPLAND",1
"8866","PINE N REF SHARP","Pine Island","MA",2,"Reference",1,NA,2023,-70.832,42.7709,1,"6/8/2023",6,8,"JGM","Low/Falling","7:25",55,2,1,1,"PINE N REF SHARP 6/8/2023  ","0-50m","HETH",0,"UPLAND",1
"8867","DPR N Ref","Plum Island","MA",2,"Reference",1,NA,2023,-70.81001,42.78261,1,"6/12/2023",6,12,"JGM","High/Falling","10:00",63,2,1,1,"DPR N Ref 6/12/2023  ","0-50m","HETH",0,"UPLAND",1
"8868","DPR N Ref","Plum Island","MA",2,"Reference",2,NA,2023,-70.81001,42.78261,2,"7/21/2023",7,21,"JGM","Low","940",74,2,2,0,"DPR N Ref 7/21/2023  ","0-50m","HETH",0,"UPLAND",1
"8869","DPR N Rest","Plum Island","MA",2,"Runnel",1,2,2021,-70.8095,42.7798,2,"6/23/2021",6,23,"ARP/NA","Low/Rising","7:25",60,0,3,0,"DPR N Rest 6/23/2021  ","0-50m","HETH",0,"UPLAND",1
"8870","DPR N Rest","Plum Island","MA",2,"Runnel",2,2,2021,-70.8095,42.7798,3,"7/7/2021",7,7,"JGM/NA","High/Rising","9:20",73,0,3,1,"DPR N Rest 7/7/2021  ","0-50m","HETH",0,"UPLAND",1
"8871","DPR N Rest","Plum Island","MA",2,"Runnel",1,6,2023,-70.8095,42.7798,1,"6/12/2023",6,12,"JGM","High/Falling","9:40",60,2,1,1,"DPR N Rest 6/12/2023  ","0-50m","HETH",0,"UPLAND",1
"8872","DPR N Rest","Plum Island","MA",2,"Runnel",2,4,2023,-70.8095,42.7798,2,"7/21/2023",7,21,"JGM","Low","920",72,2,1,0,"DPR N Rest 7/21/2023  ","0-50m","HETH",0,"UPLAND",1
"8873","DPR S Ref","Plum Island","MA",2,"Reference",1,NA,2021,-70.8123,42.777,2,"6/23/2021",6,23,"ARP/NA","Low/Rising","8:05",63,0,3,0,"DPR S Ref 6/23/2021  ","0-50m","HETH",0,"UPLAND",1
"8874","DPR S Ref","Plum Island","MA",2,"Reference",2,NA,2021,-70.8123,42.777,3,"7/7/2021",7,7,"JGM/NA","Low/Rising","8:15",73,0,3,1,"DPR S Ref 7/7/2021  ","0-50m","HETH",0,"UPLAND",1
"8875","DPR S Ref","Plum Island","MA",2,"Reference",1,NA,2023,-70.8123,42.777,1,"6/12/2023",6,12,"JGM","High/Falling","9:00",62,2,0,1,"DPR S Ref 6/12/2023  ","0-50m","HETH",0,"UPLAND",1
"8876","DPR S Ref","Plum Island","MA",2,"Reference",2,NA,2023,-70.8123,42.777,2,"7/21/2023",7,21,"JGM","Low","830",72,2,1,0,"DPR S Ref 7/21/2023  ","0-50m","HETH",0,"UPLAND",1
"8877","DPR S Rest","Plum Island","MA",2,"Runnel",1,4,2021,-70.809,42.7777,2,"6/23/2021",6,23,"ARP/NA","Low/Rising","7:45",63,0,3,0,"DPR S Rest 6/23/2021  ","0-50m","HETH",0,"UPLAND",1
"8878","PINE S REF SHARP","Pine Island","MA",2,"Reference",1,NA,2023,-70.82514,42.7653,1,"6/8/2023",6,8,"JGM","Low/Falling","9:15",65,2,0,0,"PINE S REF SHARP 6/8/2023  ","0-50m","HETH",0,"UPLAND",1
"8879","DPR S Rest","Plum Island","MA",2,"Runnel",2,4,2021,-70.809,42.7777,3,"7/7/2021",7,7,"JGM/NA","Low/Rising","8:32",73,0,3,1,"DPR S Rest 7/7/2021  ","0-50m","HETH",0,"UPLAND",1
"8880","DPR S Rest","Plum Island","MA",2,"Runnel",1,4,2023,-70.809,42.7777,1,"6/12/2023",6,12,"JGM","High/Falling","9:20",60,2,1,1,"DPR S Rest 6/12/2023  ","0-50m","HETH",0,"UPLAND",1
"8881","DPR S Rest","Plum Island","MA",2,"Runnel",2,4,2023,-70.809,42.7777,2,"7/21/2023",7,21,"JGM","Low","900",73,2,1,0,"DPR S Rest 7/21/2023  ","0-50m","HETH",0,"UPLAND",1
"8882","NR NAC","Narrow River","RI",3,"No Action",1,NA,2022,-71.456087,41.451944,1,"5/31/2022",5,31,"SM","High","953",76,0,1,1,"NR NAC 5/31/2022  ","0-50m","HETH",0,"UPLAND",1
"8883","NR NAC","Narrow River","RI",3,"No Action",1,NA,2023,-71.456087,41.451944,2,"6/23/2023",6,23,"JH","Low","721",63,2,1,1,"NR NAC 6/23/2023  ","0-50m","HETH",0,"UPLAND",1
"8884","NR NAC","Narrow River","RI",3,"No Action",2,NA,2023,-71.456087,41.451944,3,"7/10/2023",7,10,"JH","Low/Falling","654",70,2,2,1,"NR NAC 7/10/2023  ","0-50m","HETH",0,"UPLAND",1
"8885","NR REF","Narrow River","RI",3,"Reference",1,NA,2022,41.447894,-71.461905,1,"5/31/2022",5,31,"SM","High/Falling","1035",81,0,2,2,"NR REF 5/31/2022  ","0-50m","HETH",0,"UPLAND",1
"8886","PLHA NAC","Plum Island","MA",2,"No Action",2,NA,2023,-70.808297,42.761219,2,"7/21/2023",7,21,"JLG","Low","834",72,1,1,1,"PLHA NAC 7/21/2023  ","0-50m","HETH",0,"UPLAND",1
"8887","PLHA REF North","Plum Island","MA",2,"Reference",1,NA,2022,-70.808555,42.766757,1,"6/1/2022",6,1,"JLG","Low","9:06",57,2,2,2,"PLHA REF North 6/1/2022  ","0-50m","HETH",0,"UPLAND",1
"8888","PLHA REF North","Plum Island","MA",2,"Reference",2,NA,2022,-70.808555,42.766757,2,"6/28/2022",6,28,"JLG","Low","7:55",62,0,2,1,"PLHA REF North 6/28/2022  ","0-50m","HETH",0,"UPLAND",1
"8889","PLHA REF North","Plum Island","MA",2,"Reference",1,NA,2023,-70.808555,42.766757,1,"6/12/2023",6,12,"JLG","High/Falling","9:47",67,2,1,1,"PLHA REF North 6/12/2023  ","0-50m","HETH",0,"UPLAND",1
"8890","PLHA REF North","Plum Island","MA",2,"Reference",2,NA,2023,-70.808555,42.766757,2,"7/21/2023",7,21,"JLG","Low","810",72,1,1,1,"PLHA REF North 7/21/2023  ","0-50m","HETH",0,"UPLAND",1
"8891","PLHA REF South","Plum Island","MA",2,"Reference",1,NA,2022,-70.806616,42.758355,1,"6/1/2022",6,1,"JLG","Low/Rising","9:54",58,2,3,2,"PLHA REF South 6/1/2022  ","0-50m","HETH",0,"UPLAND",1
"8892","Essex NAC South","Essex","MA",2,"No Action",2,NA,2023,-70.771131,42.651806,2,"7/19/2023",7,19,"JGM","Low/Rising","825",75,2,1,2,"Essex NAC South 7/19/2023  ","0-50m","HETH",0,"UPLAND",1
"8893","Essex REF North","Essex","MA",2,"Reference",1,NA,2022,-70.774717,42.654558,1,"5/27/2022",5,27,"JLG","Low/Rising","6:39",61,1,0,2,"Essex REF North 5/27/2022  ","0-50m","HETH",0,"UPLAND",1
"8894","Essex REF North","Essex","MA",2,"Reference",2,NA,2022,-70.774717,42.654558,2,"6/20/2022",6,20,"JLG","High/Falling","9:55",62,0,2,2,"Essex REF North 6/20/2022  ","0-50m","HETH",0,"UPLAND",1
"8895","Essex REF South","Essex","MA",2,"Reference",1,NA,2022,-70.773536,42.649931,1,"5/27/2022",5,27,"JLG","Low/Rising","7:29",62,1,3,4,"Essex REF South 5/27/2022  ","0-50m","HETH",0,"UPLAND",1
"8896","Essex REF South","Essex","MA",2,"Reference",1,NA,2023,-70.773536,42.649931,1,"6/15/2023",6,15,"JLG","Low/Rising","6:00",61,2,0,1,"Essex REF South 6/15/2023  ","0-50m","HETH",0,"UPLAND",1
"8897","BCM SHARP3 - RUN","Broad Cove","MA",2,"Runnel",2,6,2023,-71.13327,41.7925,2,"6/28/2023",6,28,"JLG","Low","7:59",68,2,0,2,"BCM SHARP3 - RUN 6/28/2023  ","0-50m","HETH",0,"UPLAND",1
"8898","Essex RUN North","Essex","MA",2,"Runnel",1,0,2022,-70.775369,42.651917,1,"5/27/2022",5,27,"JLG","Low/Rising","6:02",60,2,2,2,"Essex RUN North 5/27/2022  ","0-50m","HETH",0,"UPLAND",1
"8899","Essex RUN North","Essex","MA",2,"Runnel",2,0,2022,-70.775369,42.651917,2,"6/20/2022",6,20,"JLG","High/Falling","9:20",61,0,1,1,"Essex RUN North 6/20/2022  ","0-50m","HETH",0,"UPLAND",1
"8900","Essex RUN North","Essex","MA",2,"Runnel",1,1,2023,-70.775369,42.651917,1,"6/15/2023",6,15,"JLG","Low/Rising","7:07",61,2,1,1,"Essex RUN North 6/15/2023  ","0-50m","HETH",0,"UPLAND",1
"8901","Essex RUN North","Essex","MA",2,"Runnel",2,1,2023,-70.775369,42.651917,2,"7/19/2023",7,19,"JGM","Low/Rising","800",72,2,1,2,"Essex RUN North 7/19/2023  ","0-50m","HETH",0,"UPLAND",1
"8902","Essex RUN South","Essex","MA",2,"Runnel",1,0,2022,-70.7728,42.651456,1,"5/27/2022",5,27,"JLG","Low/Rising","6:57",61,1,2,3,"Essex RUN South 5/27/2022  ","0-50m","HETH",0,"UPLAND",1
"8903","Essex RUN South","Essex","MA",2,"Runnel",2,0,2022,-70.7728,42.651456,2,"6/20/2022",6,20,"JLG","High/Falling","10:13",66,0,1,2,"Essex RUN South 6/20/2022  ","0-50m","HETH",0,"UPLAND",1
"8904","CN RUN","Canonchet","RI",3,"Runnel",1,8,2023,-71.456262,41.44248,2,"6/24/2023",6,24,"JH","Low","611",67,2,0,1,"CN RUN 6/24/2023  ","0-50m","HETH",0,"UPLAND",1
"8905","CN RUN","Canonchet","RI",3,"Runnel",2,8,2023,-71.456262,41.44248,3,"7/15/2023",7,15,"JH","High/Falling","728",74,2,0,1,"CN RUN 7/15/2023  ","0-50m","HETH",0,"UPLAND",1
"8906","MD REF","Middlebridge","RI",3,"Reference",1,NA,2023,-71.449401,41.460094,2,"6/23/2023",6,23,"JH","Low","604",62,2,1,0,"MD REF 6/23/2023  ","0-50m","HETH",0,"UPLAND",1
"8907","MD REF","Middlebridge","RI",3,"Reference",2,NA,2023,-71.449401,41.460094,3,"7/10/2023",7,10,"JH","Low/Falling","814",70,2,1,1,"MD REF 7/10/2023  ","0-50m","HETH",0,"UPLAND",1
"8908","MD RUN","Middlebridge","RI",3,"Runnel",1,6,2022,41.460933,-71.4481,2,"6/23/2022",6,23,"SM","High/Falling","613",62,1,1,1,"MD RUN 6/23/2022  ","0-50m","HETH",0,"UPLAND",1
"8909","MD RUN","Middlebridge","RI",3,"Runnel",2,6,2022,41.460933,-71.4481,3,"7/7/2022",7,7,"SM","Low/Falling","625",63,0,0,1,"MD RUN 7/7/2022  ","0-50m","HETH",0,"UPLAND",1
"8910","Ipswich NAC West","Ipswich","MA",2,"No Action",1,NA,2023,-70.773939,42.679464,1,"6/15/2023",6,15,"JLG","High/Rising","9:17",62,1,0,1,"Ipswich NAC West 6/15/2023  ","0-50m","HETH",0,"UPLAND",1
"8911","Ipswich NAC West","Ipswich","MA",2,"No Action",2,1,2023,-70.773939,42.679464,2,"7/12/2023",7,12,"JGM","High/Falling","9:45",80,1,0,1,"Ipswich NAC West 7/12/2023  ","0-50m","HETH",0,"UPLAND",1
"8912","Ipswich NAC West","Ipswich","MA",2,"Runnel",2,1,2023,-70.775144,42.680281,2,"7/12/2023",7,12,"JGM","High/Falling","9:27",80,1,0,1,"Ipswich NAC West 7/12/2023  ","0-50m","HETH",0,"UPLAND",1
"8913","Ipswich REF East","Ipswich","MA",2,"Reference",1,NA,2022,-70.771769,42.680317,1,"5/27/2022",5,27,"JLG","High/Rising","9:03",64,1,2,2,"Ipswich REF East 5/27/2022  ","0-50m","HETH",0,"UPLAND",1
"8914","Ipswich REF East","Ipswich","MA",2,"Reference",2,NA,2022,-70.771769,42.680317,2,"6/20/2022",6,20,"JLG","High/Falling","6:57",50,0,2,1,"Ipswich REF East 6/20/2022  ","0-50m","HETH",0,"UPLAND",1
"8915","Ipswich REF West","Ipswich","MA",2,"Reference",1,NA,2023,-70.771769,42.680317,1,"6/15/2023",6,15,"JLG","High/Rising","9:30",62,1,1,1,"Ipswich REF West 6/15/2023  ","0-50m","HETH",0,"UPLAND",1
"8916","Ipswich REF West","Ipswich","MA",2,"Reference",2,NA,2023,-70.771769,42.680317,2,"7/12/2023",7,12,"JLG","High/Falling","9:31",80,0,1,1,"Ipswich REF West 7/12/2023  ","0-50m","HETH",0,"UPLAND",1
"8917","Ipswich RUN East","Ipswich","MA",2,"Runnel",1,0,2022,-70.775144,42.680281,1,"5/27/2022",5,27,"JLG","High/Rising","9:30",67,1,2,3,"Ipswich RUN East 5/27/2022  ","0-50m","HETH",0,"UPLAND",1
"8918","Ipswich RUN East","Ipswich","MA",2,"Runnel",2,0,2022,-70.775144,42.680281,2,"6/20/2022",6,20,"JLG","High/Falling","7:15",54,0,1,2,"Ipswich RUN East 6/20/2022  ","0-50m","HETH",0,"UPLAND",1
"8919","JP NAC","Jacob's Point","RI",3,"No Action",1,NA,2021,-71.288352,41.712839,1,"5/24/2021",5,24,"ADF","High/Falling","9:00",60,0,1,1,"JP NAC 5/24/2021  ","0-50m","HETH",0,"UPLAND",1
"8920","MM SHARP3","Moody Marsh","ME",2,"No Action",1,NA,2023,-70.5924,43.2702,1,"6/7/2023",6,7,"JLG/LG","Low/Falling","6:59",55,1,1,1,"MM SHARP3 6/7/2023  ","0-50m","HETH",0,"UPLAND",1
"8921","MM SHARP3","Moody Marsh","ME",2,"No Action",2,NA,2023,-70.5924,43.2702,2,"7/17/2023",7,17,"JGM","Low","857",73,1,2,2,"MM SHARP3 7/17/2023  ","0-50m","HETH",0,"UPLAND",1
"8922","BCM SHARP3 - RUN","Broad Cove","MA",2,"Runnel",2,5,2022,-71.13327,41.7925,2,"6/22/2022",6,22,"JLG","Low/Falling","7:08",61,2,1,2,"BCM SHARP3 - RUN 6/22/2022  ","0-50m","HETH",0,"UPLAND",1
"8923","BCM SHARP3 - RUN","Broad Cove","MA",2,"Runnel",1,6,2023,-71.13327,41.7925,1,"5/22/2023",5,22,"JLG/LG","Low/Rising","7:28",54,0,1,2,"BCM SHARP3 - RUN 5/22/2023  ","0-50m","HETH",0,"UPLAND",1
"8924","Essex REF South","Essex","MA",2,"Reference",2,NA,2022,-70.773536,42.649931,2,"6/20/2022",6,20,"JLG","High/Falling","10:41",67,0,2,2,"Essex REF South 6/20/2022  ","0-50m","HETH",0,"UPLAND",1
"8925","DPS S NAC","Plum Island","MA",2,"No Action",1,NA,2023,-70.8107,42.7738,1,"6/12/2023",6,12,"JGM","High/Falling","8:30",60,2,0,1,"DPS S NAC 6/12/2023  ","0-50m","HETH",0,"UPLAND",1
"8926","NR REF","Narrow River","RI",3,"Reference",2,NA,2022,41.447894,-71.461905,3,"6/29/2022",6,29,"JH","High/Falling","932",69,1,0,0,"NR REF 6/29/2022  ","0-50m","HETH",0,"UPLAND",1
"8927","NR REF","Narrow River","RI",3,"Reference",1,NA,2023,-71.461905,41.447894,2,"6/24/2023",6,24,"JH","Low","729",67,5,0,1,"NR REF 6/24/2023  ","0-50m","HETH",0,"UPLAND",1
"8928","BCM SHARP1 - NAC","Broad Cove","MA",2,"No Action",1,NA,2022,-71.1339,41.795,1,"5/23/2022",5,23,"JLG","Low","8:22",66,2,2,3,"BCM SHARP1 - NAC 5/23/2022  ","0-50m","HETH",0,"UPLAND",1
"8929","Kents NAC","Kent's Island","MA",2,"No Action",1,NA,2023,-70.873811,42.758717,1,"6/6/2023",6,6,"JLG","Low/Falling","9:57",61,1,2,1,"Kents NAC 6/6/2023  ","0-50m","HETH",0,"UPLAND",1
"8930","SP REF","Sapowet","RI",3,"Reference",2,NA,2022,41.582289,-71.207475,3,"7/11/2022",7,11,"JH","Low/Falling","818",68,0,1,1,"SP REF 7/11/2022  ","0-50m","HETH",0,"UPLAND",1
"8931","SP REF","Sapowet","RI",3,"Reference",1,NA,2023,-71.207475,41.582289,2,"6/4/2023",6,4,"JH","High/Rising","624",50,2,2,0,"SP REF 6/4/2023  ","0-50m","HETH",0,"UPLAND",1
"8932","SP REF","Sapowet","RI",3,"Reference",2,NA,2023,-71.207475,41.582289,3,"7/9/2023",7,10,"JH","Low/Falling","649",76,1,0,0,"SP REF 7/9/2023  ","0-50m","HETH",0,"UPLAND",1
"8933","Kents REF","Kent's Island","MA",2,"Reference",2,NA,2022,-70.874217,42.769253,2,"7/5/2022",7,5,"JLG","High/Falling","8:16",68,1,0,1,"Kents REF 7/5/2022  ","0-50m","HETH",0,"UPLAND",1
"8934","Kents REF","Kent's Island","MA",2,"Reference",1,NA,2023,-70.874217,42.769253,1,"6/6/2023",6,6,"JLG","Low/Falling","9:01",61,1,2,1,"Kents REF 6/6/2023  ","0-50m","HETH",0,"UPLAND",1
"8935","BCM SHARP3 - RUN","Broad Cove","MA",2,"Runnel",1,5,2022,-71.13327,41.7925,1,"5/23/2022",5,23,"JLG","Low","9:00",67,2,3,2,"BCM SHARP3 - RUN 5/23/2022  ","0-50m","HETH",0,"UPLAND",1
"8936","Kents REF","Kent's Island","MA",2,"Reference",1,NA,2022,-70.874217,42.769253,1,"5/31/2022",5,31,"JLG","Low","8:42",73,1,2,3,"Kents REF 5/31/2022  ","0-50m","HETH",0,"UPLAND",1
"8937","WPTL REF","Winnapaug Town Land","RI",3,"Reference",2,NA,2023,-71.765935,41.336478,2,"6/2/2023",6,2,"JH","High/Rising","732",60,2,1,2,"WPTL REF 6/2/2023  ","0-50m","HETH",0,"UPLAND",1
"8938","WPTL RUN","Winnapaug Town Land","RI",3,"Runnel",1,8,2021,-71.76859,41.330282,1,"5/10/2021",5,10,"ADF","High/Rising","7:30",46,2,2,1,"WPTL RUN 5/10/2021  ","0-50m","HETH",0,"UPLAND",1
"8939","WPTL RUN","Winnapaug Town Land","RI",3,"Runnel",1,10,2023,-71.76859,41.330282,1,"5/20/2023",5,20,"JH","Low/Rising","707",59,2,1,1,"WPTL RUN 5/20/2023  ","0-50m","HETH",0,"UPLAND",1
"8940","CN REF","Canonchet","RI",3,"Reference",1,NA,2022,-71.458492,41.444235,2,"6/2/2022",6,2,"SM","High/Rising","707",58,2,1,1,"CN REF 6/2/2022  ","0-50m","HETH",0,"UPLAND",1
"8941","CN REF","Canonchet","RI",3,"Reference",1,NA,2023,-71.458492,41.444235,2,"6/24/2023",6,24,"JH","Low","642",67,2,0,1,"CN REF 6/24/2023  ","0-50m","HETH",0,"UPLAND",1
"8942","CN REF","Canonchet","RI",3,"Reference",2,NA,2023,-71.458492,41.444235,3,"7/15/2023",7,15,"JH","High/Falling","749",74,2,0,1,"CN REF 7/15/2023  ","0-50m","HETH",0,"UPLAND",1
"8943","CN RUN","Canonchet","RI",3,"Runnel",1,7,2022,-71.456262,41.44248,2,"6/2/2022",6,2,"SM","Low/Rising","611",57,2,1,1,"CN RUN 6/2/2022  ","0-50m","HETH",0,"UPLAND",1
"8944","Ipswich REF West","Ipswich","MA",2,"Reference",1,NA,2022,-70.782456,42.680364,1,"5/27/2022",5,27,"JLG","High/Rising","8:30",64,1,3,1,"Ipswich REF West 5/27/2022  ","0-50m","HETH",0,"UPLAND",1
"8945","MM SHARP3","Moody Marsh","ME",2,"No Action",1,NA,2021,-70.5924,43.2702,2,"6/18/2021",6,18,"ARP/NA","Low/Falling","8:52",74,0,1,1,"MM SHARP3 6/18/2021  ","0-50m","HETH",0,"UPLAND",1
"8946","DPR N Ref","Plum Island","MA",2,"Reference",1,NA,2021,-70.81001,42.78261,2,"6/23/2021",6,23,"ARP/NA","Low/Rising","7:03",57,0,3,0,"DPR N Ref 6/23/2021  ","0-50m","HETH",0,"UPLAND",1
"8947","DPR N Ref","Plum Island","MA",2,"Reference",2,NA,2021,-70.81001,42.78261,3,"7/7/2021",7,7,"JGM/NA","High/Rising","9:00",73,0,3,1,"DPR N Ref 7/7/2021  ","0-50m","HETH",0,"UPLAND",1
"8948","Essex NAC South","Essex","MA",2,"No Action",1,NA,2023,-70.771131,42.651806,1,"6/15/2023",6,15,"JLG","Low/Rising","6:35",61,2,0,1,"Essex NAC South 6/15/2023  ","0-50m","HETH",0,"UPLAND",1
"8949","Kents NAC","Kent's Island","MA",2,"No Action",2,NA,2023,-70.873811,42.758717,2,"7/11/2023",7,11,"JLG","High","10:00",73,1,2,1,"Kents NAC 7/11/2023  ","0-50m","HETH",0,"UPLAND",1
"8950","MM SHARP1","Moody Marsh","ME",2,"Runnel",1,12,2023,-70.59333,43.2664,1,"6/7/2023",6,7,"JLG/LG","Low/Falling","6:13",54,1,1,1,"MM SHARP1 6/7/2023  ","0-50m","HETH",0,"UPLAND",1
"8951","Essex NAC North","Essex","MA",2,"No Action",2,NA,2022,-70.776608,42.651283,2,"6/20/2022",6,20,"JLG","High/Falling","9:34",62,0,2,1,"Essex NAC North 6/20/2022  ","0-50m","HETH",0,"UPLAND",1
"8952","MD RUN","Middlebridge","RI",3,"Runnel",1,7,2023,-71.449686,41.462694,2,"6/23/2023",6,23,"JH","Low","641",62,2,1,1,"MD RUN 6/23/2023  ","0-50m","HETH",0,"UPLAND",1
"8953","MM SHARP1","Moody Marsh","ME",2,"Runnel",2,12,2023,-70.59333,43.2664,2,"7/17/2023",7,17,"JLG","Low","8:00",72,1,0,1,"MM SHARP1 7/17/2023  ","0-50m","HETH",0,"UPLAND",1
"8954","BCM SHARP2 - REF","Broad Cove","MA",2,"Reference",2,NA,2022,-71.13286,41.79348,2,"6/22/2022",6,22,"JLG","Low/Falling","7:21",61,2,1,2,"BCM SHARP2 - REF 6/22/2022  ","0-50m","HETH",0,"UPLAND",1
"8955","MM SHARP3","Moody Marsh","ME",2,"No Action",2,NA,2021,-70.5924,43.2702,3,"7/7/2021",7,7,"ARP/NA","High/Rising","8:52",78,0,2,1,"MM SHARP3 7/7/2021  ","0-50m","HETH",0,"UPLAND",1
"8956","BCM SHARP1 - NAC","Broad Cove","MA",2,"No Action",2,NA,2022,-71.1339,41.795,2,"6/22/2022",6,22,"JLG","Low/Falling","7:41",63,2,1,2,"BCM SHARP1 - NAC 6/22/2022  ","0-50m","HETH",0,"UPLAND",1
"8957","BCM SHARP2 - REF","Broad Cove","MA",2,"Reference",1,NA,2022,-71.13286,41.79348,1,"5/23/2022",5,23,"JLG","Low","8:44",64,2,3,3,"BCM SHARP2 - REF 5/23/2022  ","0-50m","HETH",0,"UPLAND",1
"8958","DPS S NAC","Plum Island","MA",2,"No Action",2,NA,2023,-70.8107,42.7738,2,"7/21/2023",7,21,"JGM","Low/Falling","755",70,1,2,0,"DPS S NAC 7/21/2023  ","0-50m","HETH",0,"UPLAND",1
"8959","Essex NAC North","Essex","MA",2,"No Action",1,NA,2022,-70.776608,42.651283,1,"5/27/2022",5,27,"JLG","Low/Rising","6:17",61,2,3,3,"Essex NAC North 5/27/2022  ","0-50m","HETH",0,"UPLAND",1
"8960","BCM SHARP2 - REF","Broad Cove","MA",2,"Reference",2,NA,2023,-71.13286,41.79348,2,"6/28/2023",6,28,"JLG","Low","8:13",68,2,0,2,"BCM SHARP2 - REF 6/28/2023  ","0-50m","HETH",0,"UPLAND",1
"8961","Essex NAC South","Essex","MA",2,"No Action",2,NA,2022,-70.771131,42.651806,2,"6/20/2022",6,20,"JLG","High/Falling","10:26",66,0,2,1,"Essex NAC South 6/20/2022  ","0-50m","HETH",0,"UPLAND",1
"8962","Essex NAC North","Essex","MA",2,"No Action",1,NA,2023,-70.776608,42.651283,1,"6/15/2023",6,15,"JLG","Low/Rising","7:25",62,2,1,1,"Essex NAC North 6/15/2023  ","0-50m","HETH",0,"UPLAND",1
"8963","Essex NAC North","Essex","MA",2,"No Action",2,NA,2023,-70.776608,42.651283,2,"7/19/2023",7,19,"JGM","Low/Rising","745",72,1,1,2,"Essex NAC North 7/19/2023  ","0-50m","HETH",0,"UPLAND",1
"8964","MM SHARP1","Moody Marsh","ME",2,"Runnel",2,10,2021,-70.59333,43.2664,3,"7/7/2021",7,7,"ARP/NA","High/Rising","7:54",77,0,1,1,"MM SHARP1 7/7/2021  ","0-50m","HETH",0,"UPLAND",1
"8965","Essex NAC South","Essex","MA",2,"No Action",1,NA,2022,-70.771131,42.651806,1,"5/27/2022",5,27,"JLG","Low/Rising","7:14",62,1,3,3,"Essex NAC South 5/27/2022  ","0-50m","HETH",0,"UPLAND",1
